stem,family,group_id,angle_step,critical_angle,grid_path,candidate_path,has_candidate,candidate_count,tomo_best_vss,usable,skip_reason
Group_E10_65942,E,E10,1deg,60deg,Experimental\G5Test\tomo_int3_cache\Group_E10_65942_tomo_int3_1deg_60deg.npz,Experimental\G5Test\SFTF_result\Group_E10_65942_candidates.csv,True,1292,-6642.114032398571,False,nonpositive_tomo_best
Group_E1_39507,E,E1,1deg,60deg,Experimental\G5Test\tomo_int3_cache\Group_E1_39507_tomo_int3_1deg_60deg.npz,Experimental\G5Test\SFTF_result\Group_E1_39507_candidates.csv,True,1292,-10252.435345295047,False,nonpositive_tomo_best
Group_E2_45809,E,E2,1deg,60deg,Experimental\G5Test\tomo_int3_cache\Group_E2_45809_tomo_int3_1deg_60deg.npz,Experimental\G5Test\SFTF_result\Group_E2_45809_candidates.csv,True,1292,5218.226554965185,True,usable
Group_E3_45811,E,E3,1deg,60deg,Experimental\G5Test\tomo_int3_cache\Group_E3_45811_tomo_int3_1deg_60deg.npz,Experimental\G5Test\SFTF_result\Group_E3_45811_candidates.csv,True,1292,7187.566481345942,True,usable
Group_E4_46012,E,E4,1deg,60deg,Experimental\G5Test\tomo_int3_cache\Group_E4_46012_tomo_int3_1deg_60deg.npz,Experimental\G5Test\SFTF_result\Group_E4_46012_candidates.csv,True,1292,18153.478291409076,True,usable
Group_E5_55280,E,E5,1deg,60deg,Experimental\G5Test\tomo_int3_cache\Group_E5_55280_tomo_int3_1deg_60deg.npz,Experimental\G5Test\SFTF_result\Group_E5_55280_candidates.csv,True,1292,70321.90275586341,True,usable
Group_E6_59197,E,E6,1deg,60deg,Experimental\G5Test\tomo_int3_cache\Group_E6_59197_tomo_int3_1deg_60deg.npz,Experimental\G5Test\SFTF_result\Group_E6_59197_candidates.csv,True,1292,0.0,False,nonpositive_tomo_best
Group_E7_61384,E,E7,1deg,60deg,Experimental\G5Test\tomo_int3_cache\Group_E7_61384_tomo_int3_1deg_60deg.npz,Experimental\G5Test\SFTF_result\Group_E7_61384_candidates.csv,True,1292,-3847.3327790410067,False,nonpositive_tomo_best
Group_E8_64445,E,E8,1deg,60deg,Experimental\G5Test\tomo_int3_cache\Group_E8_64445_tomo_int3_1deg_60deg.npz,Experimental\G5Test\SFTF_result\Group_E8_64445_candidates.csv,True,1292,-36271.209000381925,False,nonpositive_tomo_best
Group_E9_64446,E,E9,1deg,60deg,Experimental\G5Test\tomo_int3_cache\Group_E9_64446_tomo_int3_1deg_60deg.npz,Experimental\G5Test\SFTF_result\Group_E9_64446_candidates.csv,True,1292,-36271.209000381925,False,nonpositive_tomo_best
